[26.357909, 50.162173]
[-23.517495, -47.967194]
[40.379336, -3.769295]
[48.951883, 2.498112]
[42.839759, -2.670539]
[26.146721, -80.333901]
[-6.353194, 106.884456]
[35.34841, -97.477573]
[39.778175, -86.162378]
[34.546792, 135.732796]
[43.731847, -79.74417]
[41.076731, 29.017167]
[43.669392, -79.28932]
[37.934435, 34.586736]
[46.393514, 16.667205]
[39.9437, 32.654649]
[14.649693, 121.099595]
[-32.86511, -68.845224]
[43.101954, 141.545481]
[-31.433348, -64.14595]
[2.925809, 101.760472]
[-34.685418, -58.423085]
[-6.5565, 106.73341]
[1.48816, 103.722755]
[-14.813886, -39.288022]
[53.364811, -6.206388]
[-34.843121, -58.501249]
[-23.702111, -46.751882]
[-5.1534, 119.4137]
[37.041772, 27.410757]
[52.066044, -2.202932]
[14.258099, 121.132663]
[7.34545, 3.86556]
[14.976134, 102.043104]
[46.673813, 11.154359]
[35.103666, 137.052375]
[40.54923, -84.404533]
[49.21855, -122.94667]
[33.825323, 130.907548]
[24.57652, 46.624522]
[41.030737, -71.973168]
[35.181976, 136.960966]
[4.681845, -74.135439]
[-23.670142, -46.643948]
[0.914024, 104.520425]
[40.140761, -2.693017]
[19.356579, -99.11788]
[2.231806, 102.281245]
[-34.454681, -58.803699]
[34.5188, 132.501117]
[40.212228, 28.988478]
[-6.341881, 106.737486]
[39.791015, 30.499112]
[53.892687, 27.542124]
[2.926812, 101.762832]
[40.8049, -73.941186]
[50.800032, 7.12047]
[39.850933, -74.216039]
[41.115529, -84.641129]
[43.097925, 141.290702]
[19.412869, -99.102174]
[32.879189, -85.184013]
[38.929138, -92.104397]
[13.645943, 100.619048]
[42.525111, -83.502275]
[-22.87198, -43.448427]
[51.519666, -0.075424]
[48.821847, 2.239394]
[-29.222778, -51.340426]
[35.739376, 139.497556]
[49.082709, 2.504567]
[35.769036, 139.645669]
[14.58953, -90.548609]
[24.702524, 46.900184]
[53.203341, 50.132921]
[53.929525, 27.565079]
[-23.192303, -47.272326]
[3.555722, 98.626491]
[-34.624594, -58.377362]
[-34.694524, -58.630117]
[-19.87591, -44.051393]
[-6.75435, 108.5227]
[-6.88646, 107.66102]
[52.458537, -1.732933]
[41.878114, -87.629798]
[35.056446, -81.649798]
[35.197146, 136.997699]
[-22.543062, -41.970161]
[-23.491192, -46.492217]
[37.218771, 38.800704]
[37.899276, 139.058803]
[15.114182, 120.558391]
[35.652077, -97.463884]
[38.412384, -121.415979]
[25.736997, -100.393737]
[24.697712, 46.685999]
[39.326788, -82.101664]
[29.556591, -81.192079]
[43.772785, 142.328979]
[-23.500909, -46.534014]
[-34.759258, -56.230393]
[18.007603, -92.922789]
[-0.03304, 109.31569]
[-22.838734, -47.157678]
[-23.627425, -46.60169]
[-33.742666, -59.162257]
[1.506854, 103.923767]
[45.431603, 12.312305]
[33.957122, 130.925948]
[-37.477809, -72.342715]
[35.981277, 139.751336]
[35.732073, 139.648972]
[34.852618, -82.39401]
[-22.929937, -43.655772]
[-5.815789, -35.210035]
[50.968521, -1.359996]
[35.183684, 136.881543]
[36.735339, -3.692587]
[-26.157696, -52.967755]
[52.002977, 4.39111]
[50.747057, 2.254746]
[36.187011, 137.968891]
[43.732666, -79.739771]
[14.733697, 121.013571]
[-26.916761, -49.249047]
[52.236548, -0.890912]
[32.895777, -97.298268]
[39.654997, 27.881526]
[32.78677, 130.775139]
[34.275378, -88.522615]
[38.769046, -9.238652]
[35.742127, 139.777975]
[14.091156, -87.206413]
[19.465416, -99.123234]
[-25.346416, -49.189179]
[-6.33222, 106.81474]
[35.082308, -92.455791]
[-6.25989, 106.854648]
[-28.510515, -50.938749]
[40.633182, -3.154418]
[6.106489, 125.209154]
[-34.680948, -58.61076]
[-34.868493, -56.192128]
[41.853139, -88.061874]
[41.296026, -84.357992]
[-34.183093, -70.763939]
[1.508037, 103.749524]
[52.205605, -2.2273]
[-26.627967, -48.68749]
[-23.610647, -46.689386]
[9.88349, -83.937625]
[41.70406, -86.23104]
[47.532512, 19.066303]
[39.843373, -84.115725]
[14.718359, 104.202597]
[-19.838349, -43.933711]
[37.336549, -76.586478]
[42.234112, -71.50188]
[-22.619294, -47.047517]
[6.149078, 125.172848]
[-28.704901, -49.401467]
[56.953092, 24.0053]
[40.989764, 39.727889]
[-34.481621, -58.698517]
[41.076208, -73.858746]
[34.247495, -118.522774]
[-26.904274, -49.065935]
[34.781604, 138.003987]
[15.11007, 120.626691]
[35.311071, -97.515398]
[-7.757604, 110.36117]
[17.620594, 121.718498]
[41.051295, 28.692731]
[43.981262, 12.551789]
[-34.666406, -58.345676]
[-2.512147, -44.219914]
[48.780841, 2.180366]
[-7.587204, 110.933028]
[38.397567, 27.101344]
[6.939389, 122.095839]
[13.616981, 123.221293]
[-20.427476, -51.340256]
[48.679806, 2.341739]
[62.542003, 113.98331]
[-24.738743, -53.748865]
[-22.856875, -48.445043]
[-12.128309, -77.028277]
[39.743409, -75.079617]
[2.38879, 99.15275]
[64.407888, 40.826719]
[13.194255, 123.599702]
[-38.702333, -62.277792]
[41.647951, -88.091531]
[44.372909, -69.778774]
[35.376042, 139.948451]
[35.717801, 139.982086]
[43.490331, -8.201608]
[31.879513, -91.140583]
[33.85867, -117.945778]
[-29.66648, -51.152056]
[3.60836, 98.68076]
[21.441672, 39.810471]
[14.599794, 121.020089]
[51.507335, -0.147006]
[-6.726767, 107.045023]
[41.746716, -80.775317]
[51.507642, -3.558702]
[29.910212, -81.355381]
[-23.012029, -45.55213]
[-7.531885, 110.77155]
[-20.535797, -54.616685]
[42.963218, -85.675413]
[40.311768, -3.879501]
[-6.277757, 106.807509]
[-9.647631, -35.734148]
[7.105313, 100.63635]
[35.710542, 139.647583]
[-6.88412, 109.139404]
[-40.827162, -62.987357]
[-6.27974, 106.86666]
[30.004966, -90.046798]
[4.716323, 103.431584]
[40.899391, -73.868743]
[18.607885, -72.250685]
[45.225268, -93.383599]
[46.539207, 16.703495]
[-23.681478, -46.586772]
[32.170319, -106.675928]
[40.194824, -74.899708]
[0.56745, 101.43085]
[41.43503, -91.083987]
[-30.022575, -51.133557]
[38.360876, 27.140785]
[43.461652, -88.816368]
[33.802872, -83.705836]
[32.808162, 130.774786]
[13.698083, 100.404916]
[40.395257, -3.693123]
[36.039223, 139.556747]
[38.313724, -0.521306]
[35.687021, 140.042326]
[-5.11298, 119.5065]
[40.994644, -75.182714]
[-26.405968, -54.63668]
[-8.70498, 115.15825]
[38.798717, -9.178161]
[-7.41017, 109.24483]
[-32.679093, -62.113874]
[32.585511, -97.166393]
[43.068189, 141.349969]
[10.014777, -84.114596]
[15.099073, 120.602529]
[35.25282, 139.165687]
[-22.918824, -43.409724]
[33.779826, -84.396673]
[-22.788607, -43.310774]
[38.15359, -85.812867]
[37.804843, -0.835397]
[16.027361, -16.494944]
[42.962349, -85.906542]
[5.549211, 95.314738]
[10.961867, -74.807368]
[45.225268, -93.383599]
[35.5361, 139.680173]
[31.956733, 35.907297]
[-29.720678, -54.751896]
[-34.592435, -58.49888]
[32.748823, -117.206067]
[41.00575, 39.728762]
[-34.65388, -58.839065]
[-23.514711, -46.784049]
[53.201048, 45.009326]
[34.87895, -87.683984]
[-6.22559, 106.82388]
[56.931816, 24.210407]
[31.844341, 130.354171]
[35.628212, -88.805374]
[26.830218, 80.949626]
[34.25534, -79.405073]
[41.073408, 28.99123]
[34.667741, -88.561171]
[10.377908, 123.956545]
[48.855959, 2.416127]
[-12.894524, -38.321452]
[51.486163, -3.157688]
[25.988094, -80.300641]
[19.42705, -99.127571]
[34.682646, 135.163433]
[47.263877, -1.410683]
[-6.22186, 106.87376]
[-28.71153, -49.304938]
[30.285029, -97.735652]
[-23.791439, -45.399508]
[3.096661, 101.700984]
[-6.132678, 106.831809]
[-22.612206, -41.998625]
[56.198658, 86.442348]
[3.000032, 101.593012]
[-23.2425, -45.905897]
[34.596848, 135.612228]
[42.43935, -83.238014]
[35.100068, 138.851913]
[46.170805, -1.161756]
[40.942555, -73.008041]
[8.956378, -75.449513]
[-23.508382, -46.771664]
[-34.060099, 150.755076]
[34.724618, 135.582168]
[40.764689, 29.929413]
[35.422238, 136.785757]
[39.634483, -74.786508]
[42.508241, -83.11792]
[-34.81454, -55.975919]
[13.768152, 100.62932]
[41.035006, 28.77887]
[36.26866, 139.770805]
[0.57548, 122.92998]
[9.07623, 7.49652]
[38.976387, -77.102063]
[35.751724, 139.60811]
[50.366189, 3.088584]
[-37.277067, -56.999242]
[50.927581, 4.44676]
[55.614316, 51.790109]
[-22.734515, -42.832381]
[36.036481, 139.413275]
[-38.708671, -62.30689]
[-23.888567, 29.474172]
[-6.276479, 106.705577]
[-3.000702, 104.81259]
[-6.263713, 106.792142]
[-22.228506, -54.806718]
[52.235112, 20.941439]
[41.082723, 28.99496]
[33.743518, -84.51144]
[63.309526, 10.437048]
[13.891749, 100.503086]
[35.935583, 140.121275]
[22.279569, 114.162302]
[2.223636, 102.272497]
[2.167841, 102.431898]
[13.852334, 100.502262]
[21.13797, -86.751807]
[37.35075, -5.84279]
[15.134056, 120.977956]
[24.806892, 46.737864]
[41.005744, 28.792587]
[42.882412, -8.533557]
[-18.738836, -39.758976]
[53.503862, 49.418466]
[20.441391, 99.886515]
[51.223443, 6.773565]
[-33.439789, -70.625304]
[1.562759, 103.660035]
[21.590474, 39.165505]
[52.366461, 4.835497]
[40.226425, 28.874492]
[-53.163748, -70.913591]
[-7.788256, 110.375011]
[13.872233, 100.504045]
[-6.163673, 106.787547]
[28.480976, 77.078347]
[-23.572469, -46.808407]
[41.577794, -87.839105]
[-37.970307, -57.563714]
[14.66246, 120.969453]
[29.703455, -95.380677]
[37.874422, -122.282002]
[53.718597, -2.094057]
[-25.473267, -49.314844]
[56.832811, 60.582368]
[37.912742, -122.323478]
[3.12228, 101.737268]
[40.892072, 29.256823]
[-23.490374, -46.879778]
[16.499508, 101.746909]
[3.22963, 101.426754]
[3.097922, 101.713933]
[-27.582031, -52.480978]
[40.134525, 38.735912]
[3.79858, 103.27141]
[34.662095, 135.536128]
[41.083792, 28.915821]
[-34.618814, -58.513122]
[36.51993, -79.53648]
[-8.014291, -34.967704]
[40.184358, -85.375277]
[36.005212, -86.692779]
[13.790842, 100.546262]
[-20.468252, -45.960753]
[37.239451, -77.418579]
[28.98289, -13.568069]
[35.199698, 136.870303]
[-7.29537, 112.65534]
[54.942069, 73.383574]
[41.153371, 27.828192]
[-30.247545, -50.237923]
[36.034882, 139.395744]
[14.604727, 120.989034]
[-19.865882, -43.971105]
[34.702191, 135.436769]
[38.253472, 27.140897]
[-22.518231, -46.644283]
[38.280331, 140.34238]
[-29.12686, -51.164694]
[-6.342155, 106.713039]
[-6.931034, 107.583656]
[39.043361, -84.255281]
[40.949729, 29.117921]
[38.004743, -1.070372]
[53.344125, -6.401268]
[32.646156, -116.997819]
[29.274896, 48.077732]
[29.531633, -95.4976]
[41.023565, 29.134974]
[33.518198, -86.892634]
[35.182262, 136.879006]
[-31.693252, -101.38092]
[-3.714325, -38.558793]
[40.449442, -3.695244]
[-27.620368, -48.650186]
[39.987981, -75.141477]
[-23.598795, -46.527088]
[-22.868804, -43.452576]
[34.732029, 134.268016]
[48.266821, 11.585644]
[59.106837, 18.04202]
[-25.585144, -49.405517]
[-8.071355, -34.877282]
[52.618396, -2.00149]
[45.78687, 12.731389]
[-22.927643, -43.229491]
[14.534908, 121.052368]
[-5.214794, 119.463946]
[33.523288, 130.483317]
[39.971852, 32.646978]
[35.142624, 139.628323]
[4.624825, 103.197733]
[25.614825, -100.291758]
[26.306167, -98.176206]
[43.156129, -79.023038]
[2.066505, 102.556055]
[-6.325637, 107.020595]
[52.541457, 13.41304]
[-25.43651, -49.223699]
[28.588445, 77.353961]
[-37.952881, -57.557547]
[40.664726, 8.536595]
[14.679594, 121.027895]
[53.833065, -2.216811]
[-23.472857, -46.530836]
[0.549302, 123.064966]
[-5.12864, 119.492703]
[40.099534, 23.307247]
[-33.438305, -70.646982]
[38.310595, -81.568055]
[38.700741, -9.238482]
[-6.26651, 107.00265]
[1.369703, 103.955441]
[13.778257, 100.690045]
[2.933161, 101.763383]
[35.084491, -106.651137]
[26.424601, 50.122388]
[14.601358, 121.031089]
[2.326604, 102.079717]
[14.57469, 120.996976]
[50.912106, -1.403535]
[40.148385, -74.939798]
[43.241394, -77.680601]
[-6.367565, 106.851654]
[13.80222, 100.730084]
[29.350482, 47.963489]
[42.168841, -72.60757]
[24.416336, 54.584333]
[0.53305, 101.45245]
[-2.510947, -44.30171]
[48.928235, 2.347456]
[34.719266, 135.437185]
[35.306989, 139.529069]
[-6.39865, 106.94893]
[48.826368, 2.270754]
[2.465611, 102.231183]
[39.56239, -97.649647]
[40.145772, -74.679328]
[-28.365559, -53.250934]
[-7.415505, 109.232311]
[5.318808, 115.247884]
[38.678559, 27.311003]
[29.44515, -98.664767]
[9.932647, -84.043565]
[52.379008, 4.811981]
[13.748954, 100.576588]
[52.359119, 4.916442]
[51.574807, 0.177655]
[35.937058, -79.056267]
[-26.119476, 27.973023]
[-6.302957, 106.75402]
[-23.509922, -46.47086]
[37.469038, -5.654738]
[37.946572, 27.367996]
[13.626026, 123.23147]
[39.540935, -0.538019]
[41.720969, -87.642935]
[3.179389, 101.750975]
[-30.042021, -51.224354]
[40.185726, 29.060286]
[25.793371, -80.129623]
[39.997718, 116.372186]
[41.356654, 16.081552]
[-27.219721, -61.173715]
[1.437812, 103.797027]
[34.853073, 135.778138]
[51.134888, 5.604174]
[3.246869, 101.739202]
[-23.704346, -46.64506]
[25.141975, 55.186147]
[2.340338, 102.113952]
[57.479859, -4.225095]
[-16.038651, -48.062799]
[21.458994, 39.891178]
[-6.35098, 106.81249]
[14.494057, 121.012995]
[-34.718181, -55.961829]
[13.773066, 100.681531]
[-0.39621, 117.165838]
[-19.871745, -44.001038]
[-6.330162, 107.171149]
[6.309307, -75.570144]
[14.595378, 121.111007]
[40.186808, 29.059525]
[35.749218, -5.805491]
[44.437711, 26.097367]
[3.500699, 101.91789]
[-5.082867, 119.495145]
[40.981267, 28.722081]
[-37.976302, -57.571985]
[35.106208, 136.859185]
[-23.512287, -46.836162]
[30.298004, -97.361603]
[5.17927, 97.14618]
[-6.476578, 106.786179]
[29.32546, 48.035238]
[41.027947, 39.563479]
[30.101282, 31.367463]
[15.705383, 100.103882]
[42.050819, -87.686272]
[1.337248, 103.953069]
[36.490231, -4.956959]
[34.422432, 135.337041]
[-26.346246, -48.809788]
[44.897772, 20.286029]
[13.84284, 100.647921]
[-26.030242, -48.849599]
[-34.883196, -56.134632]
[9.993809, -84.167933]
[-34.792972, -58.484693]
[36.28944, -5.302636]
[50.257346, 19.246144]
[6.263944, -75.60119]
[4.105198, 101.078375]
[-25.460473, -49.300977]
[49.874879, 2.326181]
[42.573503, -8.340059]
[-32.473924, -58.22874]
[51.484761, -3.214308]
[-5.122688, 105.319809]
[35.348669, 136.761447]
[50.340418, 30.553456]
[42.825869, -78.540839]
[39.413575, -9.137258]
[36.060923, 136.500559]
[14.736389, 121.152572]
[-22.885948, -43.282747]
[31.660924, -7.933115]
[46.113501, -60.251661]
[13.788887, 100.570028]
[2.92992, 101.779937]
[50.463941, 2.828116]
[2.666412, 101.978952]
[51.621016, -3.890135]
[1.380541, 103.771668]
[10.32149, 123.935186]
[41.030555, -71.974706]
[42.93557, -78.772083]
[18.461972, -69.92622]
[39.58683, 2.652437]
[-20.343364, -40.327884]
[-22.688951, -43.747204]
[-33.737319, -69.117039]
[-22.85663, -43.351547]
[17.57918, 44.229708]
[-30.00251, -51.120327]
[-28.906562, -54.91532]
[25.361884, 68.341553]
[47.693407, -122.305506]
[-2.49314, 112.12914]
[-24.803337, -65.424977]
[-23.549301, -46.224016]
[43.144629, -89.294738]
[2.674055, 101.935515]
[34.233603, -77.89065]
[43.493282, -5.652101]
[-32.969439, -60.662551]
[-30.035154, -51.164873]
[-31.74447, -68.318575]
[56.178034, 50.393435]
[-30.021254, -51.155031]
[-7.158339, 110.424957]
[40.371935, -3.645873]
[40.77341, 140.606862]
[54.490226, 30.432664]
[31.210997, 29.915172]
[6.119533, 125.178736]
[14.51905, 121.060878]
[43.921242, 42.732512]
[35.5649, 139.71775]
[36.975984, -5.218315]
[-6.421468, 106.692028]
[14.602809, 120.987404]
[-30.152551, -51.134571]
[37.738608, 29.10257]
[22.570849, 88.410992]
[36.823628, 31.334033]
[-17.751328, -50.895284]
[36.343936, 139.027237]
[-31.155298, -63.400193]
[-37.260488, -56.978592]
[42.804541, -1.649451]
[45.655091, -122.506782]
[-7.591123, 110.943351]
[48.200454, 16.370766]
[38.332892, -0.509849]
[-34.294845, -55.952995]
[25.008547, -77.352344]
[37.587325, -122.077778]
[37.127044, -8.591969]
[-22.857749, -47.068553]
[51.514113, -0.093895]
[40.980884, 28.872887]
[40.924584, 29.139702]
[29.88754, -90.038167]
[-7.867876, 110.182156]
[-22.328084, -41.754588]
[-35.814502, -57.412696]
[24.751664, 46.844467]
[9.298413, -64.353743]
[13.918466, 100.36376]
[40.074725, -3.855646]
[34.72732, -82.366593]
[38.767701, -9.17303]
[35.080521, 134.01073]
[3.168225, 101.706365]
[53.201048, 45.009326]
[56.059883, 92.928341]
[-20.198691, -40.236539]
[33.734462, -84.396977]
[42.083066, -72.573143]
[-31.765651, -60.535268]
[20.969427, -89.620477]
[-8.721855, 115.176881]
[34.731979, -92.311042]
[-29.112965, -59.660348]
[38.350498, 38.262298]
[-31.734361, -60.498956]
[-27.480068, -55.850315]
[33.858348, -118.064787]
[17.426312, 102.796242]
[36.012567, 139.555159]
[35.5883, 139.25235]
[26.125419, 127.675656]
[42.194551, -83.752993]
[-34.168959, -58.950523]
[3.723098, 103.073753]
[35.919167, -117.703331]
[-22.905885, -43.095734]
[35.332974, 139.358298]
[0.523043, 101.421156]
[14.642911, 120.973488]
[33.566913, 130.391028]
[42.710913, -73.677254]
[39.409207, -9.131698]
[-27.291644, -54.198752]
[33.732596, -117.829033]
[-26.070205, -53.039274]
[13.146079, -59.600093]
[-23.597765, -46.646204]
[41.287472, 36.334609]
[-6.30485, 108.33259]
[-19.862246, -43.968789]
[14.602237, 121.113754]
[-6.24417, 106.78445]
[54.764505, 83.086373]
[59.057549, 15.120111]
[-3.824001, -38.490053]
[37.901485, -4.757784]
[15.063307, 43.290904]
[18.451799, -66.383642]
[36.811018, 34.624652]
[25.892898, -97.487859]
[49.429205, 1.08216]
[33.348786, -117.159197]
[35.59439, 139.37804]
[40.299241, -3.835348]
[34.689714, 135.615668]
[7.070975, 125.614979]
[3.722508, 101.520736]
[-26.596654, -53.528104]
[42.259999, -83.337659]
[-22.965336, -44.305855]
[5.933574, 116.069601]
[28.102949, -82.688514]
[-25.532146, -49.338717]
[-25.3938, -49.273511]
[37.334081, -5.844434]
[15.715385, 100.169666]
[-6.2965, 106.8063]
[40.399226, -3.720632]
[-20.280655, -40.333415]
[38.038407, -1.493841]
[-10.933318, -37.07692]
[43.751634, 142.398396]
[17.973107, -92.962128]
[32.656615, -114.448622]
[-27.580884, -48.536599]
[53.470429, -6.23545]
[30.548104, -92.076455]
[-37.012378, -62.411983]
[-6.417764, 106.849852]
[-23.637395, -46.574515]
[31.718271, 130.610259]
[1.146276, 104.011025]
[33.505929, 130.488824]
[39.815463, -104.926199]
[-26.408492, -54.626186]
[-8.692925, 115.188629]
[37.097672, -79.753274]
[-22.916402, -43.365643]
[28.1818, -82.352351]
[39.787859, 30.516647]
[10.27055, -66.729341]
[40.849682, -73.930466]
[24.449979, 39.540682]
[30.712564, -95.548654]
[35.961076, 0.919854]
[40.349401, -3.678001]
[26.102712, -80.197724]
[17.96643, 102.605561]
[14.870352, 120.816984]
[32.421898, -81.7856]
[-25.517093, -49.185913]
[45.995777, 0.356942]
[36.33727, 140.336786]
[14.83409, 120.288517]
[-6.2175, 106.825313]
[35.673399, 139.292869]
[-42.924264, -71.349511]
[3.181021, 101.695842]
[4.506117, -74.098518]
[33.485634, -84.585153]
[10.669339, -71.60977]
[-4.914914, 105.210487]
[38.850011, -76.95352]
[33.984573, 130.932859]
[42.761492, -78.617836]
[-25.590244, -49.378972]
[3.771489, 103.251178]
[28.573015, 77.340615]
[32.580938, -96.869488]
[13.789018, 100.618729]
[-3.043995, -59.964487]
[-31.436439, -64.234209]
[-26.807617, -65.242006]
[-29.735087, -52.427969]
[-27.860944, -55.011782]
[0.0, 0.0]
[40.723275, 29.969229]
[37.933157, -121.746119]
[40.818284, 14.186549]
[-34.876345, -56.065028]
[-34.505534, -58.581981]
[13.805078, 100.533847]
[38.892166, -104.756776]
[43.060567, -88.106479]
[15.054534, -91.634903]
[-34.613978, -58.522031]
[-34.933762, -57.89275]
[-22.972631, -43.190549]
[37.785506, -3.779261]
[52.521465, 13.404954]
[37.758845, -97.267052]
[55.931195, -3.286352]
[0.0, 0.0]
[15.496728, 121.019735]
[34.529421, 135.711181]
[39.593418, 27.018855]
[24.930965, 67.055397]
[37.920997, 140.093581]
[-0.044166, 109.354798]
[42.969163, -73.821615]
[41.267272, -95.911198]
[-21.10238, -47.783426]
[-7.77258, 110.38469]
[-5.06781, 119.525]
[-6.236925, 107.011365]
[-22.667765, -47.690999]
[37.120988, -3.57655]
[0.0, 0.0]
[-21.890036, -45.593814]
[46.673813, 11.154359]
[-22.905256, -43.279074]
[52.013996, 4.706315]
[35.338492, -97.471505]
[-23.688781, -46.739915]
[-26.720708, 149.078168]
[-15.810196, -47.938195]
[25.072021, 45.459754]
[34.967096, 135.772691]
[34.642208, 135.504393]
[40.695206, -73.55667]
[19.423469, -99.078032]
[53.385131, -2.337243]
[25.670428, -80.430884]
[0.0, 0.0]
[-27.947662, 153.40746]
[39.22497, 17.102974]
[48.976828, 1.919136]
[52.931154, -1.491084]
[34.555021, 133.801464]
[13.777173, 100.486412]
[39.612099, 141.146069]
[40.181548, -80.26307]
[34.053238, -118.256251]
[10.46315, -66.59775]
[-30.983284, -64.479587]
[19.386979, -99.251963]
[16.243803, 103.24693]
[40.58627, 22.955686]
[51.929522, -1.371946]
[33.638231, 130.453537]
[14.604045, -90.669638]
[18.391919, -66.13333]
[-7.345768, 112.729502]
[38.910171, -92.334568]
[15.41461, 120.936536]
[40.10531, -83.17103]
[29.378912, 47.992948]
[43.291938, 5.371928]
[4.930582, 114.828555]
[-2.560628, 115.407178]
[40.935368, -8.247559]
[38.382507, 27.182236]
[35.310768, 139.522478]
[-23.643209, -46.752868]
[34.899545, 137.248194]
[33.407911, 44.3676]
[39.784482, -84.027178]
[10.478006, -64.176051]
[2.083248, 103.494415]
[-34.587741, -58.411623]
[29.846775, -95.64144]
[33.720459, -117.177635]
[-32.911525, -68.791485]
[40.712334, -74.01361]
[28.031247, -81.931648]
[33.626839, -84.449936]
[35.037074, 135.777202]
[38.73854, -9.398503]
[8.471505, 124.64866]
[3.157495, 101.712181]
[48.850072, 2.400698]
[-6.234234, 106.902464]
[0.351207, -78.122452]
[38.510302, -0.221629]
[42.571001, -83.200311]
[35.467858, 139.41964]
[52.353393, 104.161868]
[56.956861, 24.131437]
[32.927615, -117.148771]
[32.862083, -80.001663]
[35.466193, 139.622691]
[50.916264, -3.480256]
[29.531656, -98.447254]
[34.607304, 135.503097]
[35.738519, -82.507487]
[48.714612, 9.684295]
[-23.498826, -46.460438]
[30.193414, -97.734226]
[34.75101, 134.801061]
[41.283067, 27.993184]
[47.319694, 5.059678]
[59.452755, 24.860873]
[14.649388, 120.954614]
[-22.889862, -43.273402]
[-38.737087, -72.590244]
[-6.227948, 106.96947]
[-6.286226, 106.919777]
[-8.762188, 115.174256]
[-28.565048, -52.750945]
[-7.945946, 112.64912]
[39.45673, -6.369976]
[-20.194168, -40.249905]
[15.515855, 103.194594]
[3.058859, 101.693944]
[37.406564, -5.936716]
[34.818756, 135.668596]
[-23.689031, -46.745647]
[-26.468056, -54.702505]
[-30.052953, -51.19123]
[40.676504, 15.776105]
[45.243765, 9.409741]
[-5.49178, 104.959705]
[35.93151, 139.555561]
[10.321922, 123.886082]
[-34.699662, -58.653586]
[33.079668, -112.046056]
[29.350482, 47.963489]
[28.027776, -82.768396]
[-23.542249, -46.749771]
[-6.897774, 107.607542]
[38.676725, -9.151867]
[64.105509, -21.870698]
[-34.78991, -58.353978]
[-34.516739, -59.109217]
[19.235598, -70.286374]
[53.950205, 27.611641]
[39.600498, 27.0043]
[39.409164, -9.131757]
[40.707002, -89.571457]
[14.36953, 100.584386]
[-3.22761, 104.66454]
[-20.279815, -40.336195]
[32.640693, -84.790016]
[-6.92689, 107.63618]
[-0.50081, 117.13171]
[3.223922, 101.729038]
[-31.355067, -64.260966]
[-34.894768, -56.188745]
[-23.640777, -46.764389]
[41.311264, -72.465375]
[40.986024, -8.552157]
[54.653813, -8.110877]
[32.753724, 129.855906]
[-34.593469, -60.9545]
[40.608451, 43.093729]
[-2.634443, -56.745281]
[40.813498, -96.685326]
[41.072915, 28.89562]
[38.437631, 141.268539]
[29.304975, 47.89546]
[32.807643, 130.737462]
[36.111306, 139.663796]
[43.358322, -8.412385]
[40.805451, -73.941341]
[39.741204, -82.639389]
[10.514521, -66.951911]
[-3.683969, -40.343009]
[36.059861, 139.722478]
[14.613057, 121.006189]
[-25.505304, -49.290056]
[32.902622, -96.552731]
[42.926668, -76.635085]
[41.877533, -71.385547]
[40.795932, -74.196776]
[41.901412, -70.558135]
[55.767092, -3.939279]
[-41.447692, -72.955566]
[35.52225, -97.492938]
[39.916177, -75.333586]
[47.849082, 35.103048]
[-6.174547, 106.670271]
[29.298711, 47.961561]
[51.856008, 107.656119]
[3.721187, 103.121036]
[19.41912, -99.17028]
[12.596985, 102.095593]
[-19.227143, -42.328123]
[-26.138523, 28.172402]
[19.443762, -70.705894]
[51.724849, -1.232882]
[32.733993, -117.193858]
[45.444418, 9.195029]
[-6.360065, 106.804317]
[-11.998616, -77.087611]
[-15.623117, -47.64917]
[14.658733, 102.753458]
[35.666884, 140.04559]
[-23.589007, -46.58091]
[21.009799, -89.607474]
[40.499221, -79.843883]
[31.996894, 44.318172]
[42.477979, -83.147105]
[-21.179076, -47.814705]
[28.4101, 45.968187]
[36.987919, -121.974675]
[36.125466, -97.072228]
[3.19252, 101.67909]
[41.113033, 20.802577]
[5.705565, 100.446083]
[51.705611, 39.174445]
[-6.16004, 106.90074]
[-27.593141, -48.555267]
[3.048646, 101.725779]
[37.647249, -77.600161]
[32.863794, -96.580496]
[67.837066, 20.29571]
[35.332725, 136.657818]
[1.433321, 103.777139]
[14.52511, 121.027763]
[34.25534, -79.405073]
[10.10229, -69.170134]
[41.260638, 32.671313]
[-6.24827, 107.03005]
[-19.900217, -44.075614]
[-2.934537, 104.759813]
[42.453791, -92.362344]
[14.443731, 121.024211]
[53.808811, -1.674577]
[36.598565, 136.605321]
[-23.699174, -46.529779]
[40.47398, -80.03717]
[-23.083153, -47.229029]
[10.603581, 122.921336]
[38.824218, -9.09288]
[41.059456, 28.908697]
[34.922141, 134.933693]
[14.453737, 120.998921]
[19.210192, -96.193146]
[-6.875732, 109.102963]
[9.996401, -84.164954]
[42.489746, 141.136801]
[40.780367, 30.390895]
[-22.910547, -43.191303]
[-27.632882, -51.79814]
[6.170419, -75.639833]
[29.993494, 31.146309]
[-20.918057, -44.242319]
[13.141701, -59.608879]
[40.721773, 29.949646]
[33.906068, -81.235072]
[-8.158638, 113.704409]
[47.360633, -122.021138]
[14.623194, 121.029767]
[-34.577277, -58.546704]
[38.912379, -6.617761]
[14.828945, 120.278278]
[38.99235, -80.219713]
[-34.814319, -55.953085]
[-21.370656, -45.497193]
[53.201048, 45.009326]
[-34.80458, -58.36527]
[-8.57117, 116.07703]
[53.204983, -2.938262]
[-7.937185, -34.830676]
